Circuit: * Z:\home\peter\repos\pwm-charge-controller\ltspice\pwm5.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00020616 to 0.00020616
Heightened Def Con from 0.00020616 to 0.000206162
Heightened Def Con from 0.000206162 to 0.000206162
Heightened Def Con from 0.000206162 to 0.000206162
Heightened Def Con from 0.000206162 to 0.000206164
Heightened Def Con from 0.000206164 to 0.000206164
Heightened Def Con from 0.000206164 to 0.000206164
Heightened Def Con from 0.000206164 to 0.000206165
Heightened Def Con from 0.000206165 to 0.000206166
Heightened Def Con from 0.000206166 to 0.000206167
Heightened Def Con from 0.000206167 to 0.000206168
Heightened Def Con from 0.00020617 to 0.000206171
Heightened Def Con from 0.000206171 to 0.000206172
Heightened Def Con from 0.000206172 to 0.000206173
Heightened Def Con from 0.000206173 to 0.000206174
Heightened Def Con from 0.000206174 +to 0.000206175
Heightened Def Con from 0.000206177 to 0.000206178
Heightened Def Con from 0.000206178 to 0.000206179
Heightened Def Con from 0.000206179 to 0.000206179
Heightened Def Con from 0.000206179 to 0.00020618
Heightened Def Con from 0.000206189 to 0.000206189
Heightened Def Con from 0.000206189 to 0.000206189
Heightened Def Con from 0.000206189 to 0.000206191
Heightened Def Con from 0.000206191 to 0.000206192
Heightened Def Con from 0.000206262 +to 0.000206264
Heightened Def Con from 0.000206273 to 0.000206274
Heightened Def Con from 0.000206274 to 0.000206274
Heightened Def Con from 0.000206274 to 0.000206275
Heightened Def Con from 0.000206278 to 0.000206278
Heightened Def Con from 0.000206279 to 0.00020628
Heightened Def Con from 0.000206345 to 0.000206345
Heightened Def Con from 0.000206345 to 0.000206346
Heightened Def Con from 0.000206347 to 0.000206347
Heightened Def Con from 0.000206347 to 0.000206347
Heightened Def Con from 0.000206347 to 0.000206348
Heightened Def Con from 0.000206356 +to 0.000206357
Heightened Def Con from 0.000206359 ++to 0.000206359
Heightened Def Con from 0.000206359 to 0.00020636
Heightened Def Con from 0.000206362 +to 0.000206362
Heightened Def Con from 0.000206362 to 0.000206362
Heightened Def Con from 0.000206362 to 0.000206363
Heightened Def Con from 0.000206369 to 0.00020637
Heightened Def Con from 0.00020637 to 0.00020637
Heightened Def Con from 0.00020637 +to 0.00020637
Heightened Def Con from 0.000206371 to 0.000206372
Heightened Def Con from 0.000206372 to 0.000206372
Heightened Def Con from 0.000206372 to 0.000206373
Heightened Def Con from 0.000206374 to 0.000206374
Heightened Def Con from 0.000206374 to 0.000206374
Heightened Def Con from 0.000206374 to 0.000206375
Heightened Def Con from 0.000206376 to 0.000206376
Heightened Def Con from 0.000206376 to 0.000206376
Heightened Def Con from 0.000206376 to 0.000206377
Heightened Def Con from 0.000206377 to 0.000206377
Heightened Def Con from 0.000206377 to 0.000206377
Heightened Def Con from 0.000206377 +++to 0.000206378
Heightened Def Con from 0.00020638 +to 0.000206381
Heightened Def Con from 0.00020651 to 0.000206511
Heightened Def Con from 0.000206511 +to 0.000206513
Heightened Def Con from 0.000206513 to 0.000206513
Heightened Def Con from 0.000206513 to 0.000206513
Heightened Def Con from 0.000206513 ++to 0.000206513
Heightened Def Con from 0.000206513 to 0.000206514
Heightened Def Con from 0.000206514 to 0.000206515
Heightened Def Con from 0.000206529 to 0.00020653
Heightened Def Con from 0.00020653 +to 0.00020653
Heightened Def Con from 0.00020653 to 0.000206531
Heightened Def Con from 0.000206532 to 0.000206532
Heightened Def Con from 0.000206532 to 0.000206533
Heightened Def Con from 0.000206534 +to 0.000206534
Heightened Def Con from 0.000206534 to 0.000206534
Heightened Def Con from 0.000206534 to 0.000206535
Heightened Def Con from 0.000206539 ++to 0.00020654
Heightened Def Con from 0.00020654 +to 0.000206541
Heightened Def Con from 0.000206541 to 0.000206542
Heightened Def Con from 0.000206544 to 0.000206545
Heightened Def Con from 0.000206545 to 0.000206546
Heightened Def Con from 0.000206549 +to 0.000206551
Heightened Def Con from 0.000206557 +to 0.000206558
Heightened Def Con from 0.000206558 to 0.000206558
Heightened Def Con from 0.000206558 +to 0.000206558
Heightened Def Con from 0.000206558 to 0.000206558
Heightened Def Con from 0.000206558 to 0.000206558
Heightened Def Con from 0.000206558 to 0.000206559
Heightened Def Con from 0.000206559 to 0.000206559
Heightened Def Con from 0.000206559 +to 0.000206559
Heightened Def Con from 0.000206559 to 0.00020656
Heightened Def Con from 0.000206561 to 0.000206561
Heightened Def Con from 0.000206561 to 0.000206562
Heightened Def Con from 0.000206562 to 0.000206563
Heightened Def Con from 0.000206563 to 0.000206564
Heightened Def Con from 0.000206566 ++to 0.000206566
Heightened Def Con from 0.000206566 to 0.000206567
Heightened Def Con from 0.000206574 +to 0.000206575
Heightened Def Con from 0.000206581 to 0.000206582
Heightened Def Con from 0.000206582 to 0.000206583
Heightened Def Con from 0.000206585 to 0.000206586
Heightened Def Con from 0.000206586 to 0.000206587
Heightened Def Con from 0.000206587 to 0.000206588
Heightened Def Con from 0.000206588 +to 0.000206589
Heightened Def Con from 0.000206589 +to 0.000206589
Heightened Def Con from 0.000206589 to 0.00020659
Heightened Def Con from 0.00020659 to 0.00020659
Heightened Def Con from 0.00020659 to 0.000206591
Heightened Def Con from 0.000206591 ++to 0.000206592
Heightened Def Con from 0.000206594 +to 0.000206595
Heightened Def Con from 0.000206595 to 0.000206596
Heightened Def Con from 0.000206618 +to 0.000206618
Heightened Def Con from 0.000206618 +to 0.000206618
Heightened Def Con from 0.000206618 to 0.000206618
Heightened Def Con from 0.000206619 +to 0.000206619
Heightened Def Con from 0.000206619 +to 0.000206619
Heightened Def Con from 0.000206619 +to 0.000206619
Heightened Def Con from 0.000206619 to 0.000206621
Heightened Def Con from 0.000206621 to 0.000206622
Heightened Def Con from 0.000206622 to 0.000206623
Heightened Def Con from 0.000206623 to 0.000206624
Heightened Def Con from 0.000206624 +to 0.000206624
Heightened Def Con from 0.000206624 to 0.000206625
Heightened Def Con from 0.000206627 to 0.000206627
Heightened Def Con from 0.000206628 +to 0.000206629
Heightened Def Con from 0.000206629 +to 0.000206629
Heightened Def Con from 0.000206629 +to 0.000206629
Heightened Def Con from 0.000206629 to 0.000206629
Heightened Def Con from 0.000206629 to 0.00020663
Heightened Def Con from 0.00020663 to 0.000206631
Heightened Def Con from 0.000206631 +to 0.000206631
Heightened Def Con from 0.000206631 to 0.000206632
Heightened Def Con from 0.000206632 to 0.000206633
Heightened Def Con from 0.000206633 to 0.000206634
Heightened Def Con from 0.000206635 to 0.000206636
Heightened Def Con from 0.000206636 to 0.000206638
Heightened Def Con from 0.000206638 to 0.000206638
Heightened Def Con from 0.000206638 to 0.000206638
Heightened Def Con from 0.000206638 to 0.000206639
Heightened Def Con from 0.000206639 +to 0.000206639
Heightened Def Con from 0.000206639 to 0.00020664
Heightened Def Con from 0.00020664 to 0.000206641
Heightened Def Con from 0.000206641 to 0.000206641
Heightened Def Con from 0.000206641 +to 0.000206642
Heightened Def Con from 0.000206642 to 0.000206643
Heightened Def Con from 0.000206643 to 0.000206643
Heightened Def Con from 0.000206643 to 0.000206643
Heightened Def Con from 0.000206643 to 0.000206645
Heightened Def Con from 0.000206645 to 0.000206646
Heightened Def Con from 0.000206646 to 0.000206646
Heightened Def Con from 0.000206646 to 0.000206647
Heightened Def Con from 0.000206649 +to 0.00020665
Heightened Def Con from 0.000206652 +to 0.000206653
Heightened Def Con from 0.000206659 to 0.000206659
Heightened Def Con from 0.000206659 to 0.000206659
Heightened Def Con from 0.000206659 to 0.00020666
Heightened Def Con from 0.00020666 to 0.000206661
Heightened Def Con from 0.000206662 to 0.000206662
Heightened Def Con from 0.000206662 +to 0.000206662
Heightened Def Con from 0.000206662 to 0.000206662
Heightened Def Con from 0.000206662 +to 0.000206663
Heightened Def Con from 0.000206663 to 0.000206664
Heightened Def Con from 0.000206667 to 0.000206667
Heightened Def Con from 0.000206667 to 0.000206667
Heightened Def Con from 0.000206667 to 0.000206668
Heightened Def Con from 0.00020667 to 0.000206671
Heightened Def Con from 0.000206671 +to 0.000206672
Heightened Def Con from 0.000206675 to 0.000206675
Heightened Def Con from 0.000206675 to 0.000206675
Heightened Def Con from 0.000206675 ++to 0.000206676
Heightened Def Con from 0.000206686 +to 0.000206687
Heightened Def Con from 0.000206687 ++to 0.000206688
Heightened Def Con from 0.000206688 to 0.000206689
Heightened Def Con from 0.000206689 to 0.000206691
Heightened Def Con from 0.000206725 +to 0.000206726
Heightened Def Con from 0.000206733 to 0.000206735
Heightened Def Con from 0.000206735 to 0.000206736
Heightened Def Con from 0.000206736 +to 0.000206738
Heightened Def Con from 0.000206748 to 0.000206748
Heightened Def Con from 0.000206748 +to 0.000206749
Heightened Def Con from 0.000206751 +to 0.000206751
Heightened Def Con from 0.000206751 to 0.000206752
Heightened Def Con from 0.000206754 to 0.000206755
Heightened Def Con from 0.00020678 to 0.00020678
Heightened Def Con from 0.00020678 to 0.000206782
Heightened Def Con from 0.000206788 +to 0.000206788
Heightened Def Con from 0.000206788 to 0.000206789
Heightened Def Con from 0.000206789 to 0.00020679
Heightened Def Con from 0.00020679 to 0.00020679
Heightened Def Con from 0.000206791 +to 0.000206792
Heightened Def Con from 0.000206795 to 0.000206795
Heightened Def Con from 0.000206796 to 0.000206797
Heightened Def Con from 0.000206803 +to 0.000206803
Heightened Def Con from 0.000206803 ++to 0.000206804
Heightened Def Con from 0.000206804 to 0.000206805
Heightened Def Con from 0.000206809 to 0.000206809
Heightened Def Con from 0.000206809 to 0.00020681
Heightened Def Con from 0.000206811 +to 0.000206811
Heightened Def Con from 0.000206811 to 0.000206811
Heightened Def Con from 0.000206811 to 0.000206811
Heightened Def Con from 0.000206811 to 0.000206812
Heightened Def Con from 0.000206812 to 0.000206812
Heightened Def Con from 0.000206812 to 0.000206813
Heightened Def Con from 0.000206815 to 0.000206815
Heightened Def Con from 0.000206815 to 0.000206816
Heightened Def Con from 0.000206816 to 0.000206817
Heightened Def Con from 0.000206817 to 0.000206818
Heightened Def Con from 0.000206825 to 0.000206826
Heightened Def Con from 0.000206826 to 0.000206826
Heightened Def Con from 0.000206826 to 0.000206826
Heightened Def Con from 0.000206826 +to 0.000206828
Heightened Def Con from 0.000206829 to 0.00020683
Heightened Def Con from 0.000206832 to 0.000206833
Heightened Def Con from 0.000206837 to 0.000206838
Heightened Def Con from 0.000206844 +to 0.000206845
Heightened Def Con from 0.000206845 to 0.000206845
Heightened Def Con from 0.000206845 to 0.000206846
Heightened Def Con from 0.000206849 to 0.000206849
Heightened Def Con from 0.000206849 to 0.00020685
Heightened Def Con from 0.00020685 to 0.00020685
Heightened Def Con from 0.00020685 to 0.000206852
Heightened Def Con from 0.000206853 to 0.000206853
Heightened Def Con from 0.000206853 to 0.000206853
Heightened Def Con from 0.000206853 to 0.000206854
Heightened Def Con from 0.000206854 to 0.000206855
Heightened Def Con from 0.000206855 to 0.000206856
Heightened Def Con from 0.000206856 +to 0.000206857
Heightened Def Con from 0.000206857 to 0.000206857
Heightened Def Con from 0.000206857 to 0.000206857
Heightened Def Con from 0.000206857 to 0.000206858
Heightened Def Con from 0.000206859 to 0.00020686
Heightened Def Con from 0.000206874 to 0.000206875
Heightened Def Con from 0.000206875 to 0.000206875
Heightened Def Con from 0.000206875 to 0.000206876
Heightened Def Con from 0.000206876 to 0.000206876
Heightened Def Con from 0.000206876 to 0.000206878
Heightened Def Con from 0.000206879 to 0.00020688
Heightened Def Con from 0.00020688 to 0.00020688
Heightened Def Con from 0.00020688 +to 0.000206881
Heightened Def Con from 0.000206881 +++to 0.000206881
Heightened Def Con from 0.000206881 to 0.000206882
Heightened Def Con from 0.000206882 to 0.000206883
Heightened Def Con from 0.000206899 to 0.000206899
Heightened Def Con from 0.000206899 +to 0.000206899
Heightened Def Con from 0.000206899 to 0.000206899
Heightened Def Con from 0.000206899 to 0.000206899
Heightened Def Con from 0.000206899 to 0.0002069
Heightened Def Con from 0.0002069 to 0.000206901
Heightened Def Con from 0.000206901 to 0.000206901
Heightened Def Con from 0.000206901 to 0.000206902
Heightened Def Con from 0.000206902 to 0.000206903
Heightened Def Con from 0.000206903 to 0.000206904
Heightened Def Con from 0.000206904 to 0.000206905
Heightened Def Con from 0.000206905 to 0.000206905
Heightened Def Con from 0.000206905 to 0.000206905
Heightened Def Con from 0.000206906 to 0.000206906
Heightened Def Con from 0.000206906 to 0.000206908
Heightened Def Con from 0.000206908 to 0.000206908
Heightened Def Con from 0.000206908 ++to 0.000206909
Heightened Def Con from 0.000206909 +to 0.00020691
Heightened Def Con from 0.000206945 to 0.000206946
Heightened Def Con from 0.000206948 to 0.000206949
Heightened Def Con from 0.000206949 to 0.00020695
Heightened Def Con from 0.000206957 to 0.000206957
Heightened Def Con from 0.000206957 to 0.000206957
Heightened Def Con from 0.000206957 to 0.000206957
Heightened Def Con from 0.000206957 to 0.000206958
Heightened Def Con from 0.00020696 to 0.000206961
Heightened Def Con from 0.000206961 +to 0.000206962
Heightened Def Con from 0.000206964 to 0.000206965
Heightened Def Con from 0.000206965 to 0.000206966
Heightened Def Con from 0.000206966 to 0.000206967
Heightened Def Con from 0.000206967 to 0.000206968
Heightened Def Con from 0.000207056 to 0.000207056
Heightened Def Con from 0.000207056 to 0.000207056
Heightened Def Con from 0.000207056 to 0.000207057
Heightened Def Con from 0.000207061 to 0.000207062
Heightened Def Con from 0.000207062 to 0.000207062
Heightened Def Con from 0.000207062 to 0.000207063
Heightened Def Con from 0.000207063 to 0.000207063
Heightened Def Con from 0.000207063 to 0.000207065
Heightened Def Con from 0.000207066 +to 0.000207066
Heightened Def Con from 0.000207066 to 0.000207067
Heightened Def Con from 0.000207067 to 0.000207067
Heightened Def Con from 0.000207067 ++to 0.000207067
Heightened Def Con from 0.000207069 to 0.00020707
Heightened Def Con from 0.00020707 to 0.000207071
Heightened Def Con from 0.000207071 to 0.000207071
Heightened Def Con from 0.000207071 to 0.000207071
Heightened Def Con from 0.000207071 +to 0.000207072
Heightened Def Con from 0.000207073 to 0.000207073
Heightened Def Con from 0.000207073 ++to 0.000207073
Heightened Def Con from 0.000207073 to 0.000207073
Heightened Def Con from 0.000207073 to 0.000207074
Heightened Def Con from 0.000207074 +to 0.000207074
Heightened Def Con from 0.000207074 to 0.000207075
Heightened Def Con from 0.000207075 to 0.000207075
Heightened Def Con from 0.000207075 +to 0.000207076
Heightened Def Con from 0.00020708 to 0.000207081
Heightened Def Con from 0.000207081 to 0.000207081
Heightened Def Con from 0.000207081 to 0.000207082
Heightened Def Con from 0.000207082 to 0.000207082
Heightened Def Con from 0.000207082 to 0.000207082
Heightened Def Con from 0.000207082 to 0.000207083
Heightened Def Con from 0.000207085 to 0.000207086
Heightened Def Con from 0.000207095 to 0.000207095
Heightened Def Con from 0.000207096 to 0.000207097
Heightened Def Con from 0.000207097 to 0.000207098
Heightened Def Con from 0.000207098 to 0.000207098
Heightened Def Con from 0.000207098 +to 0.000207098
Heightened Def Con from 0.000207098 to 0.000207099
Heightened Def Con from 0.000207099 ++to 0.000207099
Heightened Def Con from 0.000207099 to 0.0002071
Heightened Def Con from 0.0002071 to 0.000207101
Heightened Def Con from 0.000207101 to 0.000207104
Heightened Def Con from 0.000207104 +to 0.000207104
Heightened Def Con from 0.000207104 +to 0.000207108
Heightened Def Con from 0.000207108 +to 0.000207111
Heightened Def Con from 0.000207111 +to 0.000207112
Heightened Def Con from 0.000207112 to 0.000207112
Heightened Def Con from 0.000207112 to 0.000207112
Heightened Def Con from 0.000207112 to 0.000207112
Heightened Def Con from 0.000207112 to 0.000207112
Heightened Def Con from 0.000207112 to 0.000207113
Heightened Def Con from 0.000207113 ++to 0.000207116
Heightened Def Con from 0.000207116 to 0.000207116
Heightened Def Con from 0.000207116 to 0.000207116
Heightened Def Con from 0.000207116 to 0.000207116
Heightened Def Con from 0.000207116 to 0.000207116
Heightened Def Con from 0.000207116 +to 0.000207116
Heightened Def Con from 0.000207116 to 0.000207117
Heightened Def Con from 0.000207117 to 0.000207117
Heightened Def Con from 0.000207117 to 0.000207117
Heightened Def Con from 0.000207117 to 0.000207119
Heightened Def Con from 0.000207119 to 0.00020712
Heightened Def Con from 0.00020712 to 0.00020712
Heightened Def Con from 0.00020712 to 0.00020712
Heightened Def Con from 0.00020712 +to 0.00020712
Heightened Def Con from 0.00020712 to 0.00020712
Heightened Def Con from 0.00020712 to 0.000207123
Heightened Def Con from 0.000207123 to 0.000207123
Heightened Def Con from 0.000207123 to 0.000207127
Heightened Def Con from 0.000224 to 0.000224004
Heightened Def Con from 0.000224004 to 0.000224005
Heightened Def Con from 0.000224027 to 0.000224031
Heightened Def Con from 0.000224034 to 0.000224037
Heightened Def Con from 0.00022408 to 0.000224082
Heightened Def Con from 0.00022875 to 0.000228752
Heightened Def Con from 0.000228754 to 0.000228754
Heightened Def Con from 0.000228755 to 0.000228757
Heightened Def Con from 0.000228757 to 0.000228758
Heightened Def Con from 0.000228758 to 0.00022876
Heightened Def Con from 0.00022876 to 0.000228762
Heightened Def Con from 0.000228764 to 0.000228765
Heightened Def Con from 0.000228765 to 0.000228767
Heightened Def Con from 0.000228768 to 0.000228769
Heightened Def Con from 0.000228783 to 0.000228783
Heightened Def Con from 0.000228791 to 0.000228792
Heightened Def Con from 0.000228799 to 0.000228801
Heightened Def Con from 0.000228815 +to 0.000228816
Heightened Def Con from 0.000228816 to 0.000228817
Heightened Def Con from 0.000228824 +to 0.000228825
Heightened Def Con from 0.000228832 to 0.000228834
Heightened Def Con from 0.000228846 to 0.000228847
Heightened Def Con from 0.000228849 to 0.000228849
Heightened Def Con from 0.000228849 to 0.000228849
Heightened Def Con from 0.000228849 to 0.000228849
Heightened Def Con from 0.000228849 to 0.000228851
Heightened Def Con from 0.000228864 +to 0.000228864
Heightened Def Con from 0.000228864 to 0.000228864
Heightened Def Con from 0.000228864 to 0.000228865
Heightened Def Con from 0.000228865 to 0.000228867
Heightened Def Con from 0.000228869 to 0.00022887
Heightened Def Con from 0.00022887 to 0.000228872
Heightened Def Con from 0.000228876 to 0.000228876
Heightened Def Con from 0.000228877 to 0.000228878
Heightened Def Con from 0.00022892 to 0.000228922
Heightened Def Con from 0.000228965 to 0.000228966
Heightened Def Con from 0.000228966 to 0.000228966
Heightened Def Con from 0.000228966 to 0.000228966
Heightened Def Con from 0.000228966 to 0.000228967
Heightened Def Con from 0.000228979 to 0.00022898
Heightened Def Con from 0.00022898 to 0.000228982
Heightened Def Con from 0.000228986 +to 0.000228987
Heightened Def Con from 0.000228987 to 0.000228989
Heightened Def Con from 0.000228989 to 0.000228989
Heightened Def Con from 0.000228989 to 0.000228989
Heightened Def Con from 0.000228989 +to 0.00022899
Heightened Def Con from 0.00022899 to 0.000228991
Heightened Def Con from 0.000228991 to 0.000228993
Heightened Def Con from 0.000229056 to 0.000229057
Heightened Def Con from 0.000229057 to 0.000229058
Heightened Def Con from 0.000229058 to 0.000229059
Heightened Def Con from 0.000229059 to 0.00022906
Heightened Def Con from 0.000229081 to 0.000229082
Heightened Def Con from 0.000229082 to 0.000229082
Heightened Def Con from 0.000229082 to 0.000229084
Heightened Def Con from 0.000229086 to 0.000229086
Heightened Def Con from 0.000229086 to 0.000229087
Heightened Def Con from 0.000232413 to 0.000232415
Heightened Def Con from 0.000232422 to 0.000232422
Heightened Def Con from 0.000232422 +to 0.000232422
Heightened Def Con from 0.000232422 to 0.000232423
Heightened Def Con from 0.000232429 to 0.00023243
Heightened Def Con from 0.00023243 to 0.00023243
Heightened Def Con from 0.00023243 to 0.00023243
Heightened Def Con from 0.00023243 to 0.00023243
Heightened Def Con from 0.000232431 to 0.000232432
Heightened Def Con from 0.000232501 to 0.000232502
Heightened Def Con from 0.000232505 to 0.000232505
Heightened Def Con from 0.000232505 +to 0.000232506
Heightened Def Con from 0.000232507 to 0.000232508
Heightened Def Con from 0.000232508 +to 0.000232509
Heightened Def Con from 0.000232509 to 0.00023251
Heightened Def Con from 0.000232516 +to 0.000232516
Heightened Def Con from 0.000232517 to 0.000232518
Heightened Def Con from 0.000232534 +to 0.000232534
Heightened Def Con from 0.000232534 +to 0.000232534
Heightened Def Con from 0.000232534 to 0.000232535
Heightened Def Con from 0.000232537 +to 0.000232538
Heightened Def Con from 0.000232549 to 0.00023255
Heightened Def Con from 0.000232551 +to 0.000232553
Heightened Def Con from 0.000232553 to 0.000232555
Heightened Def Con from 0.000232627 to 0.000232628
Heightened Def Con from 0.000232631 +++to 0.000232631
Heightened Def Con from 0.000232631 to 0.000232631
Heightened Def Con from 0.000232632 to 0.000232632
Heightened Def Con from 0.000232632 ++++to 0.000232632
Heightened Def Con from 0.000232632 to 0.000232633
Heightened Def Con from 0.000232646 to 0.000232646
Heightened Def Con from 0.000232646 to 0.000232647
Heightened Def Con from 0.000232648 +to 0.000232649
Heightened Def Con from 0.000232656 +to 0.000232657
Heightened Def Con from 0.000232658 to 0.000232659
Heightened Def Con from 0.000232659 to 0.000232661
Heightened Def Con from 0.000232663 to 0.000232664
Heightened Def Con from 0.000232694 +++to 0.000232695
Heightened Def Con from 0.000232696 +to 0.000232697
Heightened Def Con from 0.000232697 +to 0.000232697
Heightened Def Con from 0.000232697 +to 0.000232698
Heightened Def Con from 0.000232702 to 0.000232704
Heightened Def Con from 0.000232708 to 0.00023271
Heightened Def Con from 0.000232713 to 0.000232714
Heightened Def Con from 0.000232717 to 0.000232718
Heightened Def Con from 0.000232718 +to 0.000232718
Heightened Def Con from 0.000232718 to 0.000232718
Heightened Def Con from 0.000232718 to 0.000232719
Heightened Def Con from 0.000232721 to 0.000232721
Heightened Def Con from 0.000232721 to 0.000232722
Heightened Def Con from 0.000232722 to 0.000232723
Heightened Def Con from 0.000232724 to 0.000232726
Heightened Def Con from 0.00023273 +to 0.000232731
Heightened Def Con from 0.000232732 to 0.000232733
Heightened Def Con from 0.000232733 to 0.000232734
Heightened Def Con from 0.000232736 to 0.000232737
Heightened Def Con from 0.000232737 to 0.000232738
Heightened Def Con from 0.000232801 to 0.000232801
Heightened Def Con from 0.000232801 to 0.000232802
Heightened Def Con from 0.000232804 to 0.000232805
Heightened Def Con from 0.00023327 to 0.000233272
Heightened Def Con from 0.000233272 to 0.000233272
Heightened Def Con from 0.000233272 +to 0.000233272
Heightened Def Con from 0.000233272 to 0.000233273
Heightened Def Con from 0.000233274 to 0.000233275
Heightened Def Con from 0.000233277 to 0.000233278
Heightened Def Con from 0.000233278 to 0.000233279
Heightened Def Con from 0.000233279 +to 0.00023328
Heightened Def Con from 0.00023328 to 0.00023328
Heightened Def Con from 0.00023328 to 0.000233282
Heightened Def Con from 0.000233282 to 0.000233283
Heightened Def Con from 0.000233289 to 0.00023329
Heightened Def Con from 0.00023329 +to 0.000233291
Heightened Def Con from 0.000233294 to 0.000233295
Heightened Def Con from 0.000233297 to 0.000233298
Heightened Def Con from 0.000233298 to 0.000233298
Heightened Def Con from 0.0002333 to 0.000233301
Heightened Def Con from 0.000233301 to 0.000233302
Heightened Def Con from 0.000233303 to 0.000233304
Heightened Def Con from 0.000233305 to 0.000233306
Heightened Def Con from 0.000233341 to 0.000233342
Heightened Def Con from 0.000233342 +to 0.000233342
Heightened Def Con from 0.000233342 +to 0.000233342
Heightened Def Con from 0.000233342 to 0.000233342
Heightened Def Con from 0.000233342 to 0.000233342
Heightened Def Con from 0.000233342 to 0.000233343
Heightened Def Con from 0.000233343 +to 0.000233343
Heightened Def Con from 0.000233343 to 0.000233344
Heightened Def Con from 0.000233344 to 0.000233344
Heightened Def Con from 0.000233344 to 0.000233344
Heightened Def Con from 0.000233344 to 0.000233344
Heightened Def Con from 0.000233344 to 0.000233344
Heightened Def Con from 0.000233344 +to 0.000233345
Heightened Def Con from 0.000233347 to 0.000233347
Heightened Def Con from 0.000233347 to 0.000233347
Heightened Def Con from 0.000233347 to 0.000233347
Heightened Def Con from 0.000233347 to 0.000233349
Heightened Def Con from 0.000233349 to 0.000233351
Heightened Def Con from 0.000233351 +to 0.000233352
Heightened Def Con from 0.000233352 to 0.000233354
Heightened Def Con from 0.000233359 to 0.00023336
Heightened Def Con from 0.000233362 +to 0.000233362
Heightened Def Con from 0.000233362 to 0.000233363
Heightened Def Con from 0.000233397 to 0.000233398
Heightened Def Con from 0.0002334 +to 0.0002334
Heightened Def Con from 0.000233401 to 0.000233402
Heightened Def Con from 0.000233402 +to 0.000233403
Heightened Def Con from 0.000233403 to 0.000233404
Heightened Def Con from 0.000233421 to 0.000233422
Heightened Def Con from 0.000233424 +to 0.000233425
Heightened Def Con from 0.000233425 to 0.000233426
Heightened Def Con from 0.000233426 to 0.000233428
Heightened Def Con from 0.000233428 to 0.000233429
Heightened Def Con from 0.000233429 to 0.00023343
Heightened Def Con from 0.000233444 to 0.000233444
Heightened Def Con from 0.000233444 to 0.000233445
Heightened Def Con from 0.000233445 to 0.000233446
Heightened Def Con from 0.000233449 to 0.000233449
Heightened Def Con from 0.000233449 ++to 0.000233449
Heightened Def Con from 0.000233449 +to 0.00023345
Heightened Def Con from 0.000233451 to 0.000233452
Heightened Def Con from 0.000233454 +to 0.000233455
Heightened Def Con from 0.000233966 +to 0.000233967
Heightened Def Con from 0.000233968 to 0.000233968
Heightened Def Con from 0.000233968 ++to 0.000233969
Heightened Def Con from 0.000233971 to 0.000233971
Heightened Def Con from 0.000233971 to 0.000233972
Heightened Def Con from 0.000233974 to 0.000233974
Heightened Def Con from 0.000233974 to 0.000233974
Heightened Def Con from 0.000233974 to 0.000233974
Heightened Def Con from 0.000233974 to 0.000233974
Heightened Def Con from 0.000233974 to 0.000233975
Heightened Def Con from 0.000233975 ++to 0.000233975
Heightened Def Con from 0.000233975 +to 0.000233975
Heightened Def Con from 0.000233975 +to 0.000233975
Heightened Def Con from 0.000233975 to 0.000233976
Heightened Def Con from 0.000233976 to 0.000233978
Heightened Def Con from 0.000233979 to 0.00023398
Heightened Def Con from 0.000233987 to 0.000233987
Heightened Def Con from 0.000233987 to 0.000233987
Heightened Def Con from 0.000233988 +to 0.000233989
Heightened Def Con from 0.000233989 ++to 0.000233989
Heightened Def Con from 0.000233989 to 0.000233989
Heightened Def Con from 0.00023399 to 0.000233991
Heightened Def Con from 0.000233991 +to 0.000233991
Heightened Def Con from 0.000233991 ++to 0.000233992
Heightened Def Con from 0.000233992 to 0.000233993
Heightened Def Con from 0.00023707 to 0.00023707
Heightened Def Con from 0.00023707 +to 0.00023707
Heightened Def Con from 0.000237071 to 0.000237072
Heightened Def Con from 0.000237116 to 0.000237116
Heightened Def Con from 0.000237116 to 0.000237117
Heightened Def Con from 0.00023712 to 0.000237121
Heightened Def Con from 0.000237135 to 0.000237136
Heightened Def Con from 0.000237139 +to 0.00023714
Heightened Def Con from 0.000237141 to 0.000237142
Heightened Def Con from 0.000237186 to 0.000237187
Heightened Def Con from 0.000237187 to 0.000237188
Heightened Def Con from 0.000237188 +to 0.000237188
Heightened Def Con from 0.000237188 to 0.000237188
Heightened Def Con from 0.000237188 +to 0.000237189
Heightened Def Con from 0.000237191 to 0.000237191
Heightened Def Con from 0.000237191 to 0.000237191
Heightened Def Con from 0.000237191 +to 0.000237192
Heightened Def Con from 0.000237195 to 0.000237196
Heightened Def Con from 0.000237196 to 0.000237196
Heightened Def Con from 0.000237196 +to 0.000237197
Heightened Def Con from 0.000237197 to 0.000237198
Heightened Def Con from 0.000237202 to 0.000237202
Heightened Def Con from 0.000237202 to 0.000237203
Heightened Def Con from 0.000237206 to 0.000237207
Heightened Def Con from 0.000237207 to 0.000237209
Heightened Def Con from 0.000237209 +to 0.000237209
Heightened Def Con from 0.000237209 to 0.000237209
Heightened Def Con from 0.000237209 +++to 0.000237211
Heightened Def Con from 0.000237211 to 0.000237211
Heightened Def Con from 0.000237211 to 0.000237213
Heightened Def Con from 0.000237213 to 0.000237214
Heightened Def Con from 0.000237216 +to 0.000237217
