Circuit: * Z:\home\peter\repos\pwm-charge-controller\ltspice\pwm5.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000488147 to 0.000488147
Heightened Def Con from 0.000488148 +to 0.000488149
Heightened Def Con from 0.00048816 to 0.000488161
Heightened Def Con from 0.000488164 +to 0.000488165
Heightened Def Con from 0.000488166 to 0.000488166
Heightened Def Con from 0.000488166 to 0.000488168
Heightened Def Con from 0.00048817 to 0.000488171
Heightened Def Con from 0.000488171 to 0.000488172
Heightened Def Con from 0.000488172 to 0.000488173
Heightened Def Con from 0.000488176 to 0.000488178
Heightened Def Con from 0.000488178 to 0.000488178
Heightened Def Con from 0.000488178 to 0.000488179
Heightened Def Con from 0.000488179 to 0.000488179
Heightened Def Con from 0.000488179 +to 0.00048818
Heightened Def Con from 0.000488182 to 0.000488182
Heightened Def Con from 0.000488182 to 0.000488184
Heightened Def Con from 0.000488187 to 0.000488188
Heightened Def Con from 0.000488204 to 0.000488204
Heightened Def Con from 0.000488204 to 0.000488205
Heightened Def Con from 0.000488208 +to 0.000488209
Heightened Def Con from 0.000488211 to 0.000488212
Heightened Def Con from 0.000488212 to 0.000488213
Heightened Def Con from 0.000488213 +to 0.000488213
Heightened Def Con from 0.000488213 to 0.000488214
Heightened Def Con from 0.000488362 +to 0.000488362
Heightened Def Con from 0.000488362 +to 0.000488363
Heightened Def Con from 0.00048838 +++to 0.000488381
Heightened Def Con from 0.000488382 to 0.000488382
Heightened Def Con from 0.000488382 to 0.000488383
Heightened Def Con from 0.000488383 +to 0.000488383
Heightened Def Con from 0.000488383 to 0.000488385
Heightened Def Con from 0.000488385 to 0.000488385
Heightened Def Con from 0.000488385 to 0.000488386
Heightened Def Con from 0.000488386 to 0.000488386
Heightened Def Con from 0.000488386 to 0.000488388
Heightened Def Con from 0.00048839 +to 0.00048839
Heightened Def Con from 0.00048839 to 0.000488391
Heightened Def Con from 0.000488391 +to 0.000488393
Heightened Def Con from 0.000488393 to 0.000488394
Heightened Def Con from 0.000488398 to 0.000488399
Heightened Def Con from 0.0004884 to 0.000488401
Heightened Def Con from 0.000488403 to 0.000488404
Heightened Def Con from 0.000488404 to 0.000488405
Heightened Def Con from 0.000488409 to 0.00048841
Heightened Def Con from 0.000488413 to 0.000488413
Heightened Def Con from 0.000488413 to 0.000488415
Heightened Def Con from 0.000488415 to 0.000488416
Heightened Def Con from 0.000488417 +to 0.000488417
Heightened Def Con from 0.000488417 +to 0.000488418
Heightened Def Con from 0.000488422 to 0.000488423
Heightened Def Con from 0.000488423 +to 0.000488423
Heightened Def Con from 0.000488423 +to 0.000488424
Heightened Def Con from 0.000488424 to 0.000488424
Heightened Def Con from 0.000488424 to 0.000488425
Heightened Def Con from 0.000488469 to 0.00048847
Heightened Def Con from 0.000488471 +++to 0.000488472
Heightened Def Con from 0.000488472 to 0.000488473
Heightened Def Con from 0.000488473 to 0.000488474
Heightened Def Con from 0.000488475 to 0.000488475
Heightened Def Con from 0.000488475 to 0.000488475
Heightened Def Con from 0.000488475 to 0.000488475
Heightened Def Con from 0.000488475 +to 0.000488476
Heightened Def Con from 0.000488476 ++to 0.000488477
Heightened Def Con from 0.000488477 to 0.000488478
Heightened Def Con from 0.00048848 to 0.000488482
Heightened Def Con from 0.000488482 to 0.000488483
Heightened Def Con from 0.000488486 to 0.000488486
Heightened Def Con from 0.000488486 to 0.000488487
Heightened Def Con from 0.000488501 to 0.000488501
Heightened Def Con from 0.000488501 to 0.000488501
Heightened Def Con from 0.000488502 +to 0.000488503
Heightened Def Con from 0.000488701 to 0.000488702
Heightened Def Con from 0.000488702 to 0.000488703
Heightened Def Con from 0.000488703 to 0.000488703
Heightened Def Con from 0.000488703 to 0.000488703
Heightened Def Con from 0.000488703 +to 0.000488704
Heightened Def Con from 0.000488706 to 0.000488706
Heightened Def Con from 0.000488706 to 0.000488707
Heightened Def Con from 0.000488709 to 0.00048871
Heightened Def Con from 0.000488712 to 0.000488713
Heightened Def Con from 0.000488718 +to 0.000488718
Heightened Def Con from 0.000488718 to 0.000488718
Heightened Def Con from 0.000488718 ++to 0.000488719
Heightened Def Con from 0.00048872 to 0.000488721
Heightened Def Con from 0.000488721 +to 0.000488722
Heightened Def Con from 0.000488809 to 0.00048881
Heightened Def Con from 0.00048881 to 0.00048881
Heightened Def Con from 0.00048881 to 0.000488812
Heightened Def Con from 0.000488812 to 0.000488812
Heightened Def Con from 0.000488812 to 0.000488812
Heightened Def Con from 0.000488812 to 0.000488812
Heightened Def Con from 0.000488812 to 0.000488814
Heightened Def Con from 0.000488821 to 0.000488822
Heightened Def Con from 0.000488822 +to 0.000488822
Heightened Def Con from 0.000488822 to 0.000488824
Heightened Def Con from 0.000488824 to 0.000488824
Heightened Def Con from 0.000488824 to 0.000488825
Heightened Def Con from 0.000488831 +to 0.000488832
Heightened Def Con from 0.000488853 to 0.000488854
Heightened Def Con from 0.000488858 ++to 0.000488859
Heightened Def Con from 0.000488868 to 0.000488868
Heightened Def Con from 0.000488868 to 0.000488869
Heightened Def Con from 0.000488869 to 0.00048887
Heightened Def Con from 0.00048887 to 0.00048887
Heightened Def Con from 0.00048887 to 0.000488871
Heightened Def Con from 0.000488871 to 0.000488871
Heightened Def Con from 0.000488871 to 0.000488871
Heightened Def Con from 0.000488872 to 0.000488872
Heightened Def Con from 0.000488872 to 0.000488873
Heightened Def Con from 0.000488875 +to 0.000488875
Heightened Def Con from 0.000488875 to 0.000488875
Heightened Def Con from 0.000488876 +to 0.000488877
Heightened Def Con from 0.000488877 to 0.000488878
Heightened Def Con from 0.000488878 to 0.000488879
Heightened Def Con from 0.000488879 to 0.000488879
Heightened Def Con from 0.000488879 to 0.000488879
Heightened Def Con from 0.00048888 +to 0.000488881
Heightened Def Con from 0.000488881 to 0.000488881
Heightened Def Con from 0.000488881 to 0.000488881
Heightened Def Con from 0.000488881 to 0.000488882
Heightened Def Con from 0.000488882 to 0.000488883
Heightened Def Con from 0.000488883 +to 0.000488884
Heightened Def Con from 0.000488886 to 0.000488886
Heightened Def Con from 0.000488886 to 0.000488887
Heightened Def Con from 0.000488918 to 0.000488919
Heightened Def Con from 0.000488935 to 0.000488936
Heightened Def Con from 0.000488953 +to 0.000488953
Heightened Def Con from 0.000488953 to 0.000488953
Heightened Def Con from 0.000488953 to 0.000488953
Heightened Def Con from 0.000488953 ++to 0.000488954
Heightened Def Con from 0.000489522 +to 0.000489522
Heightened Def Con from 0.000489522 to 0.000489522
Heightened Def Con from 0.000489522 to 0.000489522
Heightened Def Con from 0.000489524 to 0.000489525
Heightened Def Con from 0.000489531 to 0.000489533
Heightened Def Con from 0.000489533 to 0.000489535
Heightened Def Con from 0.000489577 to 0.000489577
Heightened Def Con from 0.000489577 to 0.000489578
Heightened Def Con from 0.000489581 to 0.000489581
Heightened Def Con from 0.000489581 to 0.000489581
Heightened Def Con from 0.000489581 to 0.000489582
Heightened Def Con from 0.000489582 to 0.000489583
Heightened Def Con from 0.000489585 +++to 0.000489586
Heightened Def Con from 0.000489593 to 0.000489594
Heightened Def Con from 0.0004896 to 0.000489601
Heightened Def Con from 0.000489604 to 0.000489605
Heightened Def Con from 0.000489606 to 0.000489606
Heightened Def Con from 0.000489606 +to 0.000489607
Heightened Def Con from 0.000489613 to 0.000489613
Heightened Def Con from 0.000489614 to 0.000489614
Heightened Def Con from 0.000489614 to 0.000489614
Heightened Def Con from 0.000489658 to 0.000489659
Heightened Def Con from 0.000489659 +to 0.00048966
Heightened Def Con from 0.000489662 to 0.000489664
Heightened Def Con from 0.000489678 to 0.000489678
Heightened Def Con from 0.000489678 to 0.000489678
Heightened Def Con from 0.000489678 to 0.000489678
Heightened Def Con from 0.000489678 to 0.000489678
Heightened Def Con from 0.000489678 +to 0.000489679
Heightened Def Con from 0.000489679 +to 0.000489679
Heightened Def Con from 0.00048968 to 0.00048968
Heightened Def Con from 0.000489681 to 0.000489681
Heightened Def Con from 0.000489681 to 0.000489681
Heightened Def Con from 0.000489681 +to 0.000489682
Heightened Def Con from 0.000489682 +++to 0.000489682
Heightened Def Con from 0.000489682 to 0.000489682
Heightened Def Con from 0.000489682 to 0.000489682
Heightened Def Con from 0.000489682 to 0.000489682
Heightened Def Con from 0.000489682 to 0.000489684
Heightened Def Con from 0.000489691 +to 0.000489692
Heightened Def Con from 0.000489692 to 0.000489693
Heightened Def Con from 0.000489709 +to 0.00048971
Heightened Def Con from 0.00048971 +to 0.000489711
Heightened Def Con from 0.000489713 to 0.000489714
Heightened Def Con from 0.000489742 to 0.000489742
Heightened Def Con from 0.000489742 to 0.000489742
Heightened Def Con from 0.000489742 to 0.000489743
Heightened Def Con from 0.000489761 +to 0.000489762
Heightened Def Con from 0.000489764 to 0.000489764
Heightened Def Con from 0.000489764 to 0.000489764
Heightened Def Con from 0.000489764 to 0.000489765
Heightened Def Con from 0.000489774 to 0.000489775
Heightened Def Con from 0.000489775 to 0.000489776
Heightened Def Con from 0.000489776 to 0.000489776
Heightened Def Con from 0.000489776 to 0.000489777
Heightened Def Con from 0.000489777 to 0.000489778
Heightened Def Con from 0.000489778 +to 0.000489779
Heightened Def Con from 0.00048978 to 0.00048978
Heightened Def Con from 0.00048978 to 0.00048978
Heightened Def Con from 0.00048978 to 0.00048978
Heightened Def Con from 0.00048978 +to 0.000489781
Heightened Def Con from 0.000489782 +to 0.000489783
Heightened Def Con from 0.000489783 to 0.000489783
Heightened Def Con from 0.000489783 to 0.000489784
Heightened Def Con from 0.000489784 to 0.000489785
Heightened Def Con from 0.000489785 to 0.000489787
Heightened Def Con from 0.000489787 to 0.000489787
Heightened Def Con from 0.000489788 to 0.000489788
Heightened Def Con from 0.000489788 to 0.000489788
Heightened Def Con from 0.000489788 to 0.000489788
Heightened Def Con from 0.000489788 to 0.000489789
Heightened Def Con from 0.000489789 to 0.000489789
Heightened Def Con from 0.000489789 to 0.000489789
Heightened Def Con from 0.000489789 +to 0.000489789
Heightened Def Con from 0.000489789 +to 0.000489789
Heightened Def Con from 0.000489789 to 0.000489791
Heightened Def Con from 0.000489791 to 0.000489791
Heightened Def Con from 0.000489802 ++to 0.000489802
Heightened Def Con from 0.000489802 +to 0.000489802
Heightened Def Con from 0.000489802 +to 0.000489804
Heightened Def Con from 0.000489804 to 0.000489804
Heightened Def Con from 0.000489804 to 0.000489805
Heightened Def Con from 0.000489808 to 0.000489809
Heightened Def Con from 0.000489811 to 0.000489811
Heightened Def Con from 0.000489811 +to 0.000489811
Heightened Def Con from 0.000489811 to 0.000489813
Heightened Def Con from 0.000489815 to 0.000489815
Heightened Def Con from 0.000489815 to 0.000489815
Heightened Def Con from 0.000489815 to 0.000489815
Heightened Def Con from 0.000489815 +to 0.000489816
Heightened Def Con from 0.000489816 to 0.000489816
Heightened Def Con from 0.000489816 to 0.000489817
Heightened Def Con from 0.000489818 to 0.000489819
Heightened Def Con from 0.000489829 to 0.000489829
Heightened Def Con from 0.000489829 to 0.000489829
Heightened Def Con from 0.00048983 to 0.000489831
Heightened Def Con from 0.000490206 to 0.000490206
Heightened Def Con from 0.000490206 to 0.000490207
Heightened Def Con from 0.000490209 ++to 0.00049021
Heightened Def Con from 0.000490216 to 0.000490217
Heightened Def Con from 0.000490217 ++to 0.000490217
Heightened Def Con from 0.000490217 to 0.000490218
Heightened Def Con from 0.000490218 +to 0.000490219
Heightened Def Con from 0.00049022 to 0.000490221
Heightened Def Con from 0.000490221 to 0.000490222
Heightened Def Con from 0.000490222 to 0.000490223
Heightened Def Con from 0.000490223 to 0.000490223
Heightened Def Con from 0.000490223 to 0.000490224
Heightened Def Con from 0.000490224 +to 0.000490224
Heightened Def Con from 0.000490225 +to 0.000490226
Heightened Def Con from 0.000490233 to 0.000490233
Heightened Def Con from 0.000490233 +to 0.000490233
Heightened Def Con from 0.000490233 to 0.000490235
Heightened Def Con from 0.000490254 to 0.000490254
Heightened Def Con from 0.000490254 +to 0.000490254
Heightened Def Con from 0.000490254 to 0.000490255
Heightened Def Con from 0.000490256 to 0.000490257
Heightened Def Con from 0.000490291 +to 0.000490292
Heightened Def Con from 0.000490299 to 0.0004903
Heightened Def Con from 0.0004903 to 0.0004903
Heightened Def Con from 0.000490301 +to 0.000490302
Heightened Def Con from 0.000490302 +to 0.000490303
Heightened Def Con from 0.000490303 to 0.000490303
Heightened Def Con from 0.000490303 to 0.000490303
Heightened Def Con from 0.000490303 +to 0.000490304
Heightened Def Con from 0.000490318 to 0.000490318
Heightened Def Con from 0.000490318 to 0.000490319
Heightened Def Con from 0.000490325 to 0.000490325
Heightened Def Con from 0.000490325 +to 0.000490326
Heightened Def Con from 0.000490333 to 0.000490333
Heightened Def Con from 0.000490333 to 0.000490333
Heightened Def Con from 0.000490333 to 0.000490333
Heightened Def Con from 0.000490333 to 0.000490334
Heightened Def Con from 0.000490335 to 0.000490336
Heightened Def Con from 0.000490352 to 0.000490352
Heightened Def Con from 0.000490352 +to 0.000490353
Heightened Def Con from 0.000490359 +to 0.00049036
Heightened Def Con from 0.00049036 to 0.000490361
Heightened Def Con from 0.000490361 +to 0.000490361
Heightened Def Con from 0.000490361 to 0.000490362
Heightened Def Con from 0.000490362 to 0.000490363
Heightened Def Con from 0.000490369 to 0.00049037
Heightened Def Con from 0.000490371 +++to 0.000490372
Heightened Def Con from 0.000490372 to 0.000490372
Heightened Def Con from 0.000490372 +to 0.000490373
Heightened Def Con from 0.000490373 to 0.000490373
Heightened Def Con from 0.000490373 to 0.000490374
Heightened Def Con from 0.000490374 to 0.000490374
Heightened Def Con from 0.000490374 to 0.000490375
Heightened Def Con from 0.000490375 to 0.000490375
Heightened Def Con from 0.000490375 +to 0.000490375
Heightened Def Con from 0.000490375 to 0.000490376
Heightened Def Con from 0.000490376 to 0.000490376
Heightened Def Con from 0.000490376 to 0.000490377
Heightened Def Con from 0.000490377 to 0.000490377
Heightened Def Con from 0.000490377 to 0.000490377
Heightened Def Con from 0.000490377 to 0.000490377
Heightened Def Con from 0.000490377 +to 0.000490377
Heightened Def Con from 0.000490377 to 0.000490377
Heightened Def Con from 0.000490377 to 0.000490377
Heightened Def Con from 0.000490377 to 0.000490377
Heightened Def Con from 0.000490377 to 0.000490377
Heightened Def Con from 0.000490377 +to 0.000490378
Heightened Def Con from 0.00049044 to 0.000490441
Heightened Def Con from 0.000490441 to 0.000490441
Heightened Def Con from 0.000490441 to 0.000490442
Heightened Def Con from 0.000490445 to 0.000490445
Heightened Def Con from 0.000490445 to 0.000490446
Heightened Def Con from 0.000490446 to 0.000490447
Heightened Def Con from 0.000490448 +to 0.000490448
Heightened Def Con from 0.000490448 to 0.000490449
Heightened Def Con from 0.000490451 to 0.000490452
Heightened Def Con from 0.000490454 +to 0.000490455
Heightened Def Con from 0.000490457 to 0.000490457
Heightened Def Con from 0.000490457 to 0.000490458
Heightened Def Con from 0.000490458 +to 0.000490458
Heightened Def Con from 0.000490458 to 0.000490458
Heightened Def Con from 0.000490458 to 0.000490458
Heightened Def Con from 0.000490458 to 0.000490459
Heightened Def Con from 0.000490459 to 0.00049046
Heightened Def Con from 0.00049046 to 0.000490461
Heightened Def Con from 0.000490461 to 0.000490461
Heightened Def Con from 0.000490465 to 0.000490466
Heightened Def Con from 0.000490469 to 0.00049047
Heightened Def Con from 0.00049047 to 0.00049047
Heightened Def Con from 0.00049047 +to 0.000490471
Heightened Def Con from 0.000490475 to 0.000490476
Heightened Def Con from 0.000490476 to 0.000490477
Heightened Def Con from 0.000490477 to 0.000490477
Heightened Def Con from 0.000490477 to 0.000490478
Heightened Def Con from 0.000490484 +to 0.000490485
Heightened Def Con from 0.000490491 to 0.000490491
Heightened Def Con from 0.000490491 to 0.000490492
Heightened Def Con from 0.000490492 to 0.000490492
Heightened Def Con from 0.000490492 to 0.000490493
Heightened Def Con from 0.000490493 to 0.000490493
Heightened Def Con from 0.000490494 to 0.000490494
Heightened Def Con from 0.000490494 to 0.000490495
Heightened Def Con from 0.000490495 to 0.000490496
Heightened Def Con from 0.000490496 to 0.000490496
Heightened Def Con from 0.000490496 to 0.000490497
Heightened Def Con from 0.000490498 to 0.000490499
Heightened Def Con from 0.000490514 to 0.000490515
Heightened Def Con from 0.000490517 to 0.000490517
Heightened Def Con from 0.000490517 +++to 0.000490517
Heightened Def Con from 0.000490517 to 0.000490517
Heightened Def Con from 0.000490517 to 0.000490519
Heightened Def Con from 0.000490519 +to 0.00049052
Heightened Def Con from 0.00049052 ++to 0.000490521
Heightened Def Con from 0.000490521 to 0.000490521
Heightened Def Con from 0.000490521 to 0.000490521
Heightened Def Con from 0.000490521 to 0.000490522
Heightened Def Con from 0.000490528 to 0.000490529
Heightened Def Con from 0.000490529 +to 0.00049053
Heightened Def Con from 0.00049053 to 0.00049053
Heightened Def Con from 0.00049053 to 0.000490531
Heightened Def Con from 0.000490531 to 0.000490531
Heightened Def Con from 0.000490531 to 0.000490532
Heightened Def Con from 0.000490532 to 0.000490532
Heightened Def Con from 0.000490532 +to 0.000490533
Heightened Def Con from 0.000490536 +to 0.000490536
Heightened Def Con from 0.000490536 +to 0.000490537
Heightened Def Con from 0.000490539 +to 0.000490541
Heightened Def Con from 0.000490541 to 0.000490542
Heightened Def Con from 0.000490542 to 0.000490542
Heightened Def Con from 0.000490542 to 0.000490542
Heightened Def Con from 0.000490542 to 0.000490542
Heightened Def Con from 0.000490542 to 0.000490543
Heightened Def Con from 0.000490551 to 0.000490553
Heightened Def Con from 0.000490553 to 0.000490554
Heightened Def Con from 0.000490554 +to 0.000490555
Heightened Def Con from 0.000490555 +++to 0.000490555
Heightened Def Con from 0.000490555 ++to 0.000490555
Heightened Def Con from 0.000490555 +to 0.000490556
Heightened Def Con from 0.000490558 to 0.000490559
Heightened Def Con from 0.00049056 to 0.00049056
Heightened Def Con from 0.00049056 ++to 0.00049056
Heightened Def Con from 0.00049056 to 0.000490561
Heightened Def Con from 0.000490563 to 0.000490563
Heightened Def Con from 0.000490563 +to 0.000490563
Heightened Def Con from 0.000490563 to 0.000490563
Heightened Def Con from 0.000490565 +to 0.000490566
Heightened Def Con from 0.000490605 +to 0.000490605
Heightened Def Con from 0.000490605 to 0.000490607
Heightened Def Con from 0.000490613 to 0.000490614
Heightened Def Con from 0.000490614 to 0.000490614
Heightened Def Con from 0.000490614 +++to 0.000490614
Heightened Def Con from 0.000490614 to 0.000490615
Heightened Def Con from 0.000490615 to 0.000490616
Heightened Def Con from 0.000490616 to 0.000490617
Heightened Def Con from 0.000490618 ++to 0.000490618
Heightened Def Con from 0.000490618 +to 0.000490618
Heightened Def Con from 0.000490618 to 0.000490618
Heightened Def Con from 0.000490618 to 0.000490618
Heightened Def Con from 0.000490618 to 0.000490619
Heightened Def Con from 0.000490624 to 0.000490625
Heightened Def Con from 0.000490629 to 0.00049063
Heightened Def Con from 0.00049063 to 0.000490631
Heightened Def Con from 0.000490631 to 0.000490632
Heightened Def Con from 0.000490632 +to 0.000490632
Heightened Def Con from 0.000490632 to 0.000490633
Heightened Def Con from 0.000490633 to 0.000490633
Heightened Def Con from 0.000490633 to 0.000490634
Heightened Def Con from 0.000490648 to 0.000490649
Heightened Def Con from 0.000490649 to 0.00049065
Heightened Def Con from 0.000490652 +to 0.000490652
Heightened Def Con from 0.000490652 to 0.000490653
Heightened Def Con from 0.000490653 to 0.000490654
Heightened Def Con from 0.000490654 to 0.000490655
Heightened Def Con from 0.000490661 to 0.000490661
Heightened Def Con from 0.000490661 to 0.000490662
Heightened Def Con from 0.000490664 to 0.000490665
Heightened Def Con from 0.000490665 to 0.000490666
Heightened Def Con from 0.000490666 to 0.000490667
Heightened Def Con from 0.000490667 to 0.000490668
Heightened Def Con from 0.00049067 to 0.000490671
Heightened Def Con from 0.000490685 +to 0.000490686
Heightened Def Con from 0.000490688 to 0.000490688
Heightened Def Con from 0.000490688 +++to 0.000490689
Heightened Def Con from 0.000490691 to 0.000490691
Heightened Def Con from 0.000490691 to 0.000490692
Heightened Def Con from 0.000490692 +to 0.000490693
Heightened Def Con from 0.000490693 to 0.000490694
Heightened Def Con from 0.000490698 to 0.0004907
Heightened Def Con from 0.000490701 to 0.000490701
Heightened Def Con from 0.000490701 +++to 0.000490701
Heightened Def Con from 0.000490701 +to 0.000490702
Heightened Def Con from 0.000490702 +to 0.000490702
Heightened Def Con from 0.000490702 to 0.000490702
Heightened Def Con from 0.000490702 +to 0.000490703
Heightened Def Con from 0.000490703 to 0.000490703
Heightened Def Con from 0.000490703 +to 0.000490703
Heightened Def Con from 0.000490703 to 0.000490704
Heightened Def Con from 0.000490723 to 0.000490723
Heightened Def Con from 0.000490723 to 0.000490724
Heightened Def Con from 0.000490743 to 0.000490744
Heightened Def Con from 0.000490745 to 0.000490745
Heightened Def Con from 0.000490747 to 0.000490748
Heightened Def Con from 0.000490748 to 0.000490748
Heightened Def Con from 0.000490748 to 0.000490749
Heightened Def Con from 0.000490749 to 0.000490749
Heightened Def Con from 0.000490749 to 0.000490749
Heightened Def Con from 0.000490749 to 0.00049075
Heightened Def Con from 0.00049075 +++to 0.00049075
Heightened Def Con from 0.00049075 to 0.000490751
Heightened Def Con from 0.000490751 to 0.000490752
Heightened Def Con from 0.000490752 to 0.000490753
Heightened Def Con from 0.000490823 to 0.000490823
Heightened Def Con from 0.000490823 +to 0.000490824
Heightened Def Con from 0.000490824 to 0.000490825
Heightened Def Con from 0.000490825 ++to 0.000490825
Heightened Def Con from 0.000490825 +to 0.000490826
Heightened Def Con from 0.000490828 +to 0.000490829
Heightened Def Con from 0.000490829 to 0.00049083
Heightened Def Con from 0.00049083 to 0.00049083
Heightened Def Con from 0.00049083 +to 0.000490832
Heightened Def Con from 0.000490839 to 0.00049084
Heightened Def Con from 0.000490856 to 0.000490856
Heightened Def Con from 0.000490856 to 0.000490856
Heightened Def Con from 0.000490856 +to 0.000490857
Heightened Def Con from 0.000490857 to 0.000490857
Heightened Def Con from 0.000490857 to 0.000490859
Heightened Def Con from 0.000490861 +to 0.000490862
Heightened Def Con from 0.000490862 to 0.000490862
Heightened Def Con from 0.000490863 to 0.000490864
Heightened Def Con from 0.000490864 +to 0.000490864
Heightened Def Con from 0.000490864 to 0.000490865
Heightened Def Con from 0.000490865 to 0.000490865
Heightened Def Con from 0.000490865 to 0.000490865
Heightened Def Con from 0.000490866 to 0.000490867
Heightened Def Con from 0.000490867 to 0.000490868
Heightened Def Con from 0.000490872 to 0.000490872
Heightened Def Con from 0.000490873 to 0.000490873
Heightened Def Con from 0.000490873 to 0.000490873
Heightened Def Con from 0.000490873 to 0.000490874
Heightened Def Con from 0.000490888 +to 0.000490888
Heightened Def Con from 0.000490888 to 0.000490889
Heightened Def Con from 0.000490889 to 0.000490889
Heightened Def Con from 0.000490889 +to 0.000490891
Heightened Def Con from 0.000490897 to 0.000490897
Heightened Def Con from 0.000490897 to 0.000490897
Heightened Def Con from 0.000490897 to 0.000490897
Heightened Def Con from 0.000490897 +to 0.000490897
Heightened Def Con from 0.000490897 to 0.000490898
Heightened Def Con from 0.000490898 to 0.000490899
Heightened Def Con from 0.000490903 to 0.000490904
Heightened Def Con from 0.000490904 to 0.000490905
Heightened Def Con from 0.000490905 to 0.000490905
Heightened Def Con from 0.000490905 to 0.000490905
Heightened Def Con from 0.000490905 +to 0.000490905
Heightened Def Con from 0.000490905 to 0.000490906
Heightened Def Con from 0.000490939 to 0.00049094
Heightened Def Con from 0.00049094 +to 0.000490941
Heightened Def Con from 0.000490943 to 0.000490943
Heightened Def Con from 0.000490943 to 0.000490943
Heightened Def Con from 0.000490943 to 0.000490944
Heightened Def Con from 0.000490944 to 0.000490944
Heightened Def Con from 0.000490946 +to 0.000490946
Heightened Def Con from 0.000490946 to 0.000490946
Heightened Def Con from 0.000490946 +to 0.000490946
Heightened Def Con from 0.000490946 to 0.000490946
Heightened Def Con from 0.000490946 to 0.000490946
Heightened Def Con from 0.000490946 to 0.000490947
Heightened Def Con from 0.000490947 to 0.000490948
Heightened Def Con from 0.000490948 +to 0.000490949
Heightened Def Con from 0.000490953 +to 0.000490953
Heightened Def Con from 0.000490953 +to 0.000490953
Heightened Def Con from 0.000490953 +to 0.000490954
Heightened Def Con from 0.000490954 +to 0.000490955
Heightened Def Con from 0.000490974 to 0.000490975
Heightened Def Con from 0.000490975 to 0.000490976
Heightened Def Con from 0.000490976 +to 0.000490977
Heightened Def Con from 0.000490979 to 0.00049098
Heightened Def Con from 0.000490985 to 0.000490986
Heightened Def Con from 0.000490986 to 0.000490987
Heightened Def Con from 0.000490987 +to 0.000490988
Heightened Def Con from 0.000490988 to 0.000490988
Heightened Def Con from 0.000490988 to 0.000490988
Heightened Def Con from 0.000490988 to 0.000490988
Heightened Def Con from 0.000490988 +to 0.00049099
Heightened Def Con from 0.00049099 +to 0.000490991
Heightened Def Con from 0.000490991 to 0.000490991
Heightened Def Con from 0.000490991 to 0.000490992
Heightened Def Con from 0.000490994 +to 0.000490995
Heightened Def Con from 0.000490995 +to 0.000490996
Heightened Def Con from 0.000490996 to 0.000490997
Heightened Def Con from 0.000490997 to 0.000490997
Heightened Def Con from 0.000490997 to 0.000490998
Heightened Def Con from 0.000490998 to 0.000490998
Heightened Def Con from 0.000490998 +to 0.000490999
Heightened Def Con from 0.000491 to 0.000491
Heightened Def Con from 0.000491 to 0.000491001
Heightened Def Con from 0.000491002 to 0.000491003
Heightened Def Con from 0.000491006 to 0.000491007
Heightened Def Con from 0.000491007 to 0.000491009
Heightened Def Con from 0.000491011 to 0.000491011
Heightened Def Con from 0.000491012 +to 0.000491014
Heightened Def Con from 0.000491014 +to 0.000491015
Heightened Def Con from 0.000491017 +to 0.000491018
Heightened Def Con from 0.000491019 to 0.000491019
Heightened Def Con from 0.000491019 to 0.00049102
Heightened Def Con from 0.000491021 to 0.000491021
Heightened Def Con from 0.000491021 to 0.000491023
Heightened Def Con from 0.000491029 to 0.00049103
Heightened Def Con from 0.00049103 +to 0.000491031
Heightened Def Con from 0.000491034 to 0.000491034
Heightened Def Con from 0.000491034 +to 0.000491034
Heightened Def Con from 0.000491034 ++to 0.000491034
Heightened Def Con from 0.000491034 to 0.000491034
Heightened Def Con from 0.000491034 to 0.000491034
Heightened Def Con from 0.000491035 to 0.000491036
Heightened Def Con from 0.000491042 +to 0.000491043
Heightened Def Con from 0.000491043 to 0.000491044
Heightened Def Con from 0.00049105 to 0.00049105
Heightened Def Con from 0.00049105 +to 0.00049105
Heightened Def Con from 0.00049105 to 0.00049105
Heightened Def Con from 0.00049105 to 0.000491051
Heightened Def Con from 0.000491051 to 0.000491052
Heightened Def Con from 0.000491063 to 0.000491063
Heightened Def Con from 0.000491063 to 0.000491063
Heightened Def Con from 0.000491063 to 0.000491064
Heightened Def Con from 0.000491066 +to 0.000491068
Heightened Def Con from 0.000491068 to 0.00049107
Heightened Def Con from 0.00049107 to 0.00049107
Heightened Def Con from 0.00049107 +to 0.000491071
Heightened Def Con from 0.000491072 to 0.000491073
Heightened Def Con from 0.000491073 to 0.000491074
Heightened Def Con from 0.000491074 to 0.000491075
Heightened Def Con from 0.000491075 +to 0.000491076
Heightened Def Con from 0.000491083 to 0.000491084
Heightened Def Con from 0.000491084 to 0.000491084
Heightened Def Con from 0.000491084 to 0.000491084
Heightened Def Con from 0.000491084 +to 0.000491084
Heightened Def Con from 0.000491084 +to 0.000491084
Heightened Def Con from 0.000491085 +to 0.000491086
Heightened Def Con from 0.000491086 to 0.000491087
Heightened Def Con from 0.000491087 to 0.000491087
Heightened Def Con from 0.000491087 to 0.000491088
Heightened Def Con from 0.000491088 +to 0.000491089
Heightened Def Con from 0.00049109 to 0.000491091
Heightened Def Con from 0.000491092 to 0.000491093
Heightened Def Con from 0.000491095 +to 0.000491096
Heightened Def Con from 0.000491102 to 0.000491103
